question,answer
93 * (75 + 22),9021
27 * (98 + 68),4482
63 + 96 + 56,215
57 * 72 + 28,4132
67 + 26 - 15,78
14 * (66 + 99),2310
94 * 11 * 57,58938
83 * 31 + 83,2656
97 * 30 * 21,61110
92 - 51 - 48,-7
78 * 16 * 79,98592
(7 + 58) * 67,4355
70 + 13 * 67,941
86 * 79 * 71,482374
38 + 73 * 18,1352
22 + 99 + 84,205
71 - 8 * 30,-169
43 + 51 * 19,1012
16 + 56 + 31,103
39 * 80 + 98,3218
4 * 11 * 30,1320
23 + 85 + 85,193
5 + 20 * 68,1365
98 + 44 - 98,44
23 + 61 * 93,5696
10 + 1 - 49,-38
83 + 92 * 9,911
72 * 1 * 49,3528
(88 + 20) * 12,1296
42 + 6 - 74,-26
28 * (3 + 20),644
50 * 76 + 26,3826
5 + 78 + 92,175
28 * 77 + 5,2161
(35 + 17) * 53,2756
56 + 52 * 17,940
24 * (19 + 39),1392
10 - 68 * 45,-3050
54 - 56 - 86,-88
(71 + 96) * 57,9519
85 - 98 - 45,-58
99 * (14 + 17),3069
20 * 65 + 22,1322
29 * 16 * 37,17168
80 - 16 * 78,-1168
33 - 48 * 14,-639
32 + 84 - 79,37
92 - 54 * 8,-340
48 + 23 + 9,80
2 + 51 - 37,16
47 * 14 * 60,39480
53 * 31 * 45,73935
96 + 4 + 74,174
61 - 1 * 59,2
62 + 61 + 66,189
2 + 45 * 56,2522
(21 + 0) * 44,924
71 + 32 * 6,263
31 * 74 * 65,149110
34 + 67 * 0,34
44 + 95 + 80,219
(83 + 58) * 84,11844
14 * (30 + 32),868
11 * (44 + 83),1397
51 + 66 - 35,82
84 * (24 + 31),4620
55 + 15 + 71,141
77 * 89 + 16,6869
(28 + 36) * 89,5696
30 - 2 - 46,-18
94 * 56 + 29,5293
0 - 46 - 10,-56
12 - 68 * 17,-1144
86 - 69 * 4,-190
80 * 89 * 94,669280
97 - 19 - 61,17
45 - 94 * 10,-895
74 * 43 * 95,302290
52 + 8 * 47,428
30 + 76 * 86,6566
84 * 47 + 37,3985
(53 + 44) * 7,679
58 - 77 - 18,-37
7 + 55 + 44,106
35 * 73 * 75,191625
99 - 43 * 46,-1879
46 * (55 + 0),2530
56 * 10 * 34,19040
93 - 60 * 16,-867
22 + 87 - 42,67
57 + 77 + 45,179
95 * (66 + 49),10925
(47 + 27) * 20,1480
34 * 90 + 16,3076
89 * 32 + 79,2927
35 * (72 + 43),4025
84 - 29 * 38,-1018
(71 + 1) * 9,648
41 + 10 * 44,481
6 - 69 * 62,-4272
15 + 76 - 85,6
14 - 29 * 68,-1958
13 + 73 - 82,4
4 * 30 + 27,147
1 * 65 + 41,106
86 + 40 - 87,39
95 - 33 * 22,-631
54 - 6 - 21,27
76 + 3 * 81,319
70 * (92 + 24),8120
91 - 38 * 64,-2341
28 - 97 * 4,-360
(67 + 35) * 66,6732
(28 + 65) * 90,8370
10 * (74 + 32),1060
34 - 16 - 93,-75
92 * 80 + 90,7450
1 + 58 * 90,5221
25 * 13 * 84,27300
7 + 63 * 6,385
24 + 28 * 45,1284
53 * (13 + 19),1696
37 + 8 - 46,-1
21 - 93 - 21,-93
60 - 72 - 67,-79
8 - 10 * 15,-142
72 + 81 * 8,720
55 - 98 * 85,-8275
46 - 20 * 87,-1694
52 - 80 * 10,-748
85 + 20 + 94,199
24 + 48 + 57,129
11 + 60 - 52,19
63 * 74 + 64,4726
67 - 55 * 58,-3123
35 + 10 * 93,965
45 * (17 + 19),1620
56 - 69 * 46,-3118
51 + 44 * 46,2075
13 - 2 - 62,-51
79 + 26 - 12,93
0 - 27 - 35,-62
60 + 38 - 47,51
39 + 51 + 63,153
80 - 92 - 92,-104
8 * 80 + 54,694
71 * 44 * 80,249920
(31 + 66) * 8,776
94 * 58 + 90,5542
1 - 85 - 23,-107
20 * 54 * 87,93960
17 + 16 * 34,561
82 * 17 + 73,1467
93 + 31 * 68,2201
63 - 84 - 50,-71
80 + 44 + 40,164
52 - 5 - 49,-2
77 - 67 * 29,-1866
6 * (8 + 21),174
5 + 38 + 19,62
60 + 19 * 82,1618
43 + 37 - 28,52
12 * (8 + 84),1104
65 - 61 - 24,-20
57 * 23 + 48,1359
57 * (38 + 57),5415
94 + 57 * 39,2317
38 * 14 * 5,2660
89 + 64 - 79,74
17 * 58 * 68,67048
22 + 25 * 78,1972
2 * 39 + 75,153
10 * 92 * 40,36800
85 + 27 + 62,174
83 * 78 * 77,498498
8 + 29 + 3,40
12 + 8 - 63,-43
5 - 75 * 32,-2395
95 * (36 + 4),3800
3 + 51 + 69,123
16 + 81 * 92,7468
58 - 72 - 2,-16
(19 + 36) * 45,2475
51 * 44 + 18,2262
41 + 86 - 56,71
(95 + 88) * 24,4392
18 + 68 * 98,6682
23 + 43 + 14,80
(62 + 66) * 57,7296
15 - 89 - 89,-163
45 + 11 + 0,56
74 + 78 - 54,98
61 - 12 - 13,36
50 + 66 + 24,140
25 - 98 - 25,-98
8 * 32 + 67,323
(41 + 20) * 44,2684
(83 + 66) * 97,14453
41 * 52 + 47,2179
(48 + 34) * 0,0
72 + 28 + 53,153
32 * 55 + 22,1782
97 * (61 + 90),14647
54 * 35 * 20,37800
80 + 96 * 44,4304
58 * (24 + 32),3248
87 * 76 * 54,357048
62 + 86 - 43,105
68 * 95 + 76,6536
77 * 45 + 96,3561
99 + 41 * 71,3010
88 - 34 * 48,-1544
3 * 41 + 53,176
11 * 35 + 28,413
(28 + 64) * 55,5060
61 * (60 + 60),7320
(6 + 0) * 57,342
4 + 60 + 91,155
5 * 97 * 20,9700
84 * 61 + 30,5154
19 * (34 + 94),2432
52 * 42 + 55,2239
67 - 39 * 50,-1883
67 + 27 - 1,93
58 * 35 * 68,138040
52 + 13 + 19,84
25 * 44 * 90,99000
85 * 5 + 82,507
10 * 4 * 51,2040
(63 + 19) * 40,3280
21 + 95 * 14,1351
37 * 39 * 23,33189
(80 + 86) * 54,8964
71 + 14 + 73,158
22 + 59 * 77,4565
41 - 35 - 32,-26
63 * 6 + 33,411
92 * 7 + 17,661
56 - 97 * 7,-623
37 + 58 - 18,77
10 * 78 * 44,34320
2 + 87 + 94,183
53 * (99 + 21),6360
59 * 80 + 54,4774
93 + 90 * 4,453
7 * 79 * 96,53088
83 + 53 - 30,106
(24 + 49) * 94,6862
5 + 54 - 33,26
14 + 21 * 15,329
89 - 54 - 58,-23
69 + 73 + 98,240
(1 + 26) * 48,1296
60 + 6 + 86,152
11 + 27 + 92,130
54 * 90 + 88,4948
(62 + 42) * 59,6136
13 - 37 - 99,-123
14 * (90 + 90),2520
29 + 46 + 88,163
20 * (2 + 58),1200
7 + 45 + 5,57
99 * 50 + 94,5044
15 * 72 * 34,36720
(64 + 27) * 46,4186
1 + 97 * 19,1844
78 + 67 + 90,235
(18 + 44) * 22,1364
97 * (9 + 13),2134
61 * 8 + 7,495
3 + 22 + 12,37
(66 + 58) * 78,9672
83 + 78 * 27,2189
18 * 65 + 63,1233
78 * (95 + 20),8970
79 * 93 + 19,7366
86 * 38 * 91,297388
70 + 49 - 78,41
(0 + 70) * 85,5950
8 * 28 + 39,263
(74 + 34) * 75,8100
84 + 7 - 99,-8
(36 + 68) * 78,8112
9 + 88 * 57,5025
62 + 19 - 58,23
(52 + 74) * 56,7056
15 + 83 + 25,123
38 * (64 + 53),4446
88 * 27 * 0,0
89 * 72 + 63,6471
38 * 61 + 8,2326
75 + 66 + 9,150
28 * 33 * 20,18480
40 + 76 - 7,109
71 * (25 + 56),5751
15 - 95 * 88,-8345
74 - 19 * 19,-287
65 * 35 * 35,79625
(83 + 63) * 98,14308
(47 + 55) * 98,9996
(92 + 65) * 22,3454
75 + 13 + 45,133
40 + 50 + 80,170
(13 + 5) * 64,1152
49 - 84 * 18,-1463
27 * 17 + 78,537
(45 + 6) * 51,2601
43 - 96 * 71,-6773
73 + 54 * 5,343
14 + 5 - 35,-16
55 + 43 - 26,72
12 - 2 - 18,-8
84 * (8 + 99),8988
85 - 85 - 40,-40
52 + 21 * 60,1312
(52 + 91) * 19,2717
(17 + 91) * 96,10368
89 * 23 + 64,2111
25 - 26 - 65,-66
59 - 42 * 18,-697
89 + 12 * 89,1157
57 * (47 + 69),6612
18 + 82 * 44,3626
67 + 42 - 83,26
15 * 40 + 11,611
74 - 82 * 57,-4600
69 * 36 + 27,2511
91 + 32 * 52,1755
38 + 51 + 27,116
86 * 80 * 98,674240
46 - 49 - 57,-60
22 + 76 * 22,1694
95 - 35 - 43,17
96 + 12 - 96,12
60 - 30 * 59,-1710
65 * 25 + 13,1638
55 + 77 + 23,155
47 + 47 + 4,98
60 + 65 - 78,47
26 - 89 * 55,-4869
46 + 35 + 59,140
63 + 60 * 2,183
24 + 79 - 21,82
89 * 79 * 81,569511
92 - 80 * 32,-2468
21 + 15 - 46,-10
20 + 30 + 73,123
36 + 34 - 76,-6
29 * (32 + 54),2494
41 + 55 + 12,108
19 * 3 * 42,2394
47 * 79 + 58,3771
27 + 7 + 49,83
85 + 4 - 35,54
86 * 1 * 27,2322
81 - 92 - 81,-92
61 + 72 + 59,192
47 - 55 * 64,-3473
9 + 22 * 20,449
33 * (19 + 92),3663
52 + 66 + 31,149
54 * 41 * 87,192618
56 * 26 + 56,1512
34 * 74 + 99,2615
34 * 67 + 94,2372
41 - 82 - 29,-70
44 * (17 + 25),1848
51 * 90 + 25,4615
65 - 89 - 70,-94
4 * (78 + 74),608
19 - 47 - 33,-61
(1 + 30) * 8,248
(99 + 33) * 97,12804
53 + 25 * 1,78
68 + 84 + 38,190
48 + 8 * 60,528
62 + 19 + 25,106
94 - 37 * 95,-3421
71 - 77 - 12,-18
(11 + 44) * 22,1210
60 - 99 * 5,-435
95 * 28 * 90,239400
86 * 98 * 51,429828
25 * (73 + 44),2925
76 * (41 + 80),9196
97 * 9 * 1,873
30 + 66 + 15,111
44 + 55 + 62,161
92 - 86 * 11,-854
(20 + 4) * 84,2016
95 + 38 + 3,136
60 * 12 + 49,769
39 * (89 + 39),4992
87 + 49 - 38,98
67 + 41 - 8,100
98 - 92 - 12,-6
18 * 26 * 27,12636
69 - 4 * 20,-11
42 - 49 - 11,-18
27 + 74 - 88,13
52 - 70 * 47,-3238
30 + 51 - 58,23
46 + 19 + 63,128
17 + 2 * 70,157
57 * 55 * 22,68970
29 - 25 - 98,-94
97 + 85 - 69,113
60 - 81 * 50,-3990
0 - 32 * 84,-2688
98 + 18 * 85,1628
5 * (66 + 43),545
24 * 72 + 4,1732
50 - 64 - 69,-83
98 * 60 + 97,5977
50 + 4 - 75,-21
7 * (27 + 88),805
(3 + 94) * 29,2813
80 - 76 * 55,-4100
(84 + 76) * 78,12480
80 + 85 - 87,78
72 + 20 - 7,85
93 + 97 * 22,2227
71 * 43 * 66,201498
81 + 32 * 10,401
56 - 95 * 47,-4409
(49 + 20) * 3,207
63 - 74 - 70,-81
55 * (98 + 60),8690
95 + 89 + 77,261
71 * (56 + 91),10437
20 * (70 + 88),3160
81 * 14 * 55,62370
54 * (21 + 17),2052
67 - 95 * 65,-6108
(2 + 37) * 29,1131
50 * 11 + 30,580
51 + 3 - 25,29
41 + 7 * 51,398
54 + 50 + 84,188
55 * 68 + 58,3798
(15 + 48) * 90,5670
17 - 57 * 19,-1066
(59 + 15) * 62,4588
86 * 75 + 67,6517
77 * (95 + 9),8008
59 * 6 + 18,372
4 * 68 + 59,331
(25 + 56) * 56,4536
44 * 78 * 9,30888
30 * 52 * 4,6240
11 + 40 - 70,-19
24 + 41 * 72,2976
(24 + 66) * 97,8730
36 * 4 + 31,175
46 - 87 - 19,-60
54 - 44 - 99,-89
8 + 71 * 41,2919
16 * 6 + 93,189
71 * (78 + 93),12141
11 * 9 + 20,119
25 * (50 + 84),3350
75 * (19 + 33),3900
(72 + 80) * 74,11248
(2 + 65) * 18,1206
52 + 34 - 46,40
15 * 8 + 61,181
16 * 40 + 66,706
3 * 19 * 9,513
11 - 10 - 74,-73
95 * 48 * 43,196080
74 - 56 * 24,-1270
84 + 42 - 58,68
48 + 72 * 78,5664
2 * 59 + 49,167
74 * 95 * 51,358530
63 * (79 + 65),9072
86 + 12 - 87,11
4 + 12 - 94,-78
36 - 59 - 61,-84
14 * (73 + 20),1302
43 + 4 - 26,21
4 - 22 * 17,-370
7 + 23 + 49,79
75 - 26 * 17,-367
70 + 35 - 29,76
82 * (25 + 81),8692
71 * (88 + 51),9869
47 - 78 * 49,-3775
50 + 80 - 31,99
89 + 70 + 34,193
11 + 50 + 14,75
68 * 20 * 65,88400
94 * 65 * 0,0
74 - 14 * 92,-1214
89 + 35 + 93,217
52 * 90 + 92,4772
(92 + 21) * 79,8927
62 + 23 * 63,1511
93 + 31 - 99,25
12 * (67 + 54),1452
83 * 70 * 74,429940
63 - 24 * 58,-1329
92 * (66 + 87),14076
34 - 0 - 42,-8
88 - 61 - 52,-25
51 + 73 * 19,1438
81 + 91 - 51,121
97 - 61 * 19,-1062
64 * 51 + 42,3306
24 * 24 * 11,6336
(37 + 17) * 73,3942
(42 + 85) * 32,4064
44 * 75 * 76,250800
99 * (17 + 23),3960
64 - 39 * 30,-1106
22 + 91 * 56,5118
(2 + 88) * 23,2070
(79 + 24) * 51,5253
95 - 15 * 98,-1375
95 - 92 * 30,-2665
85 + 61 - 12,134
2 - 60 - 53,-111
64 * 88 * 92,518144
55 - 30 * 49,-1415
13 - 29 - 87,-103
87 + 20 - 43,64
53 - 64 - 73,-84
59 + 82 * 20,1699
77 * 61 * 65,305305
95 + 41 * 93,3908
91 + 31 * 21,742
12 + 32 * 58,1868
77 - 97 - 55,-75
85 + 95 - 34,146
9 + 77 + 46,132
15 - 28 - 11,-24
18 + 30 - 61,-13
45 + 26 - 20,51
64 * (34 + 41),4800
92 - 14 * 83,-1070
93 + 17 * 31,620
15 - 79 - 90,-154
(84 + 33) * 98,11466
63 + 56 + 36,155
51 * 12 * 10,6120
59 - 75 * 46,-3391
66 * 67 * 8,35376
75 + 87 * 12,1119
75 - 29 * 39,-1056
14 + 36 + 59,109
95 * 23 + 66,2251
43 + 5 - 88,-40
42 * 72 + 26,3050
45 + 6 * 83,543
41 * 54 + 98,2312
59 - 94 * 96,-8965
22 - 10 * 86,-838
22 + 32 - 68,-14
34 + 63 - 70,27
22 - 91 * 78,-7076
88 + 79 - 81,86
14 + 75 - 87,2
52 - 97 * 23,-2179
2 + 30 * 35,1052
(76 + 17) * 37,3441
56 + 84 + 52,192
54 * (72 + 66),7452
68 + 91 - 76,83
(0 + 83) * 94,7802
(11 + 8) * 26,494
92 * 72 + 1,6625
64 * 15 + 17,977
62 - 79 * 96,-7522
(52 + 37) * 29,2581
5 + 96 * 39,3749
87 * 60 + 65,5285
68 * (43 + 10),3604
57 - 80 - 13,-36
7 * (67 + 21),616
69 - 83 * 95,-7816
87 + 81 * 7,654
(1 + 16) * 28,476
(24 + 88) * 61,6832
85 + 7 - 85,7
51 - 43 * 93,-3948
99 * 62 * 18,110484
83 - 78 * 73,-5611
8 + 24 * 14,344
88 + 90 + 47,225
36 + 65 + 57,158
27 * (25 + 76),2727
82 * 68 * 3,16728
43 + 43 + 0,86
98 * (12 + 39),4998
66 - 82 * 10,-754
84 + 17 - 39,62
69 - 81 - 90,-102
(25 + 37) * 60,3720
62 - 35 - 55,-28
53 * (62 + 35),5141
94 - 37 * 55,-1941
93 * (16 + 53),6417
80 - 58 * 55,-3110
57 * 34 * 36,69768
(93 + 80) * 69,11937
15 + 86 + 13,114
71 + 85 * 88,7551
85 * (32 + 6),3230
65 - 24 * 50,-1135
45 + 59 + 28,132
23 * (5 + 47),1196
56 + 20 + 10,86
74 - 7 - 90,-23
10 + 9 * 53,487
81 * 13 * 39,41067
66 + 51 * 15,831
83 * (43 + 43),7138
41 * (41 + 27),2788
96 * 61 + 65,5921
66 + 3 - 47,22
48 + 56 - 62,42
97 - 41 - 82,-26
72 - 8 - 1,63
41 - 83 * 35,-2864
54 - 52 - 74,-72
46 + 45 * 51,2341
(92 + 98) * 40,7600
65 * (89 + 1),5850
4 * 70 + 29,309
41 * 79 + 84,3323
15 - 19 * 34,-631
93 - 22 * 76,-1579
54 + 67 * 62,4208
0 * (20 + 16),0
42 * 35 * 72,105840
90 + 38 - 8,120
35 * 1 + 43,78
7 * 97 + 84,763
(29 + 40) * 95,6555
0 * (56 + 75),0
20 + 88 - 58,50
35 + 79 + 21,135
93 + 40 + 36,169
51 * 76 + 16,3892
42 + 77 - 53,66
(81 + 50) * 78,10218
59 - 48 * 4,-133
36 * 21 * 99,74844
18 + 10 - 1,27
68 * 22 * 39,58344
32 - 6 * 62,-340
94 + 36 + 75,205
66 + 95 - 93,68
(60 + 58) * 95,11210
(20 + 61) * 95,7695
49 * 98 + 80,4882
84 + 0 - 3,81
2 * (4 + 21),50
93 * (8 + 34),3906
66 - 93 * 64,-5886
56 * 39 * 93,203112
94 - 54 * 50,-2606
(67 + 20) * 13,1131
24 - 13 - 46,-35
96 * 42 * 31,124992
95 * 47 + 86,4551
9 + 2 + 73,84
36 - 72 * 17,-1188
86 + 11 * 41,537
74 * 2 * 99,14652
0 - 7 - 50,-57
90 + 9 + 78,177
(7 + 75) * 45,3690
56 + 36 + 52,144
65 * 88 * 46,263120
1 * 63 + 37,100
92 - 54 - 88,-50
92 * 30 * 7,19320
71 - 47 * 76,-3501
88 + 55 - 34,109
57 * 15 + 98,953
36 + 7 * 90,666
55 - 17 * 24,-353
82 - 94 - 87,-99
(87 + 93) * 56,10080
92 + 98 * 31,3130
91 * 42 * 26,99372
54 + 17 + 33,104
47 + 94 + 42,183
38 + 27 * 54,1496
37 - 42 * 18,-719
(12 + 54) * 42,2772
12 - 0 - 67,-55
80 * 84 + 11,6731
2 - 28 * 74,-2070
72 + 50 * 9,522
75 * 6 * 10,4500
(80 + 95) * 53,9275
65 - 7 * 88,-551
62 + 65 + 63,190
97 * (49 + 30),7663
33 + 98 - 38,93
43 + 74 + 53,170
(53 + 39) * 76,6992
53 * 21 * 19,21147
(27 + 59) * 67,5762
88 * 38 + 70,3414
1 + 32 + 10,43
96 * 39 + 66,3810
43 * (29 + 92),5203
69 - 31 - 56,-18
54 + 18 + 26,98
99 * 97 * 19,182457
8 * 39 + 42,354
(5 + 29) * 15,510
17 * (74 + 68),2414
37 * 24 + 61,949
8 + 51 * 94,4802
6 + 83 * 46,3824
21 + 36 + 72,129
94 + 75 - 49,120
7 - 23 * 85,-1948
73 - 33 * 97,-3128
17 + 75 - 87,5
54 * 70 * 96,362880
78 + 8 * 75,678
4 * 35 + 45,185
95 * 40 + 66,3866
49 - 14 * 73,-973
14 * 85 + 62,1252
(6 + 86) * 1,92
(81 + 35) * 27,3132
45 + 97 * 33,3246
33 * 28 * 93,85932
54 - 54 * 13,-648
(46 + 39) * 46,3910
16 * 17 * 18,4896
78 * (93 + 75),13104
11 - 95 * 64,-6069
5 * 78 * 38,14820
53 * (44 + 0),2332
87 * (66 + 36),8874
63 - 98 * 57,-5523
41 - 41 - 99,-99
49 * 68 * 54,179928
5 * 3 * 86,1290
(76 + 29) * 90,9450
62 * (11 + 18),1798
68 + 90 - 76,82
55 + 8 * 24,247
57 * 45 * 39,100035
85 * (34 + 26),5100
20 + 48 - 46,22
58 - 26 - 70,-38
8 - 0 - 1,7
4 - 15 * 32,-476
89 + 69 * 19,1400
(18 + 0) * 71,1278
36 - 98 * 56,-5452
53 * 81 * 1,4293
69 * 67 * 8,36984
33 + 34 - 31,36
65 + 92 * 23,2181
61 * 26 * 24,38064
28 + 85 * 64,5468
60 + 34 + 88,182
6 * 14 + 28,112
39 * (54 + 54),4212
10 * (10 + 80),900
33 * 8 * 73,19272
70 + 93 * 80,7510
47 - 84 * 17,-1381
39 - 27 * 61,-1608
29 * 63 * 75,137025
(92 + 86) * 97,17266
49 * 92 + 93,4601
3 + 60 - 44,19
67 - 69 - 2,-4
71 + 87 * 48,4247
27 - 7 - 53,-33
0 - 41 - 0,-41
32 * (68 + 89),5024
73 + 16 * 80,1353
(46 + 17) * 80,5040
43 + 68 * 30,2083
65 * 86 + 73,5663
86 + 30 + 9,125
38 + 55 - 87,6
(77 + 90) * 8,1336
87 + 11 + 9,107
(38 + 11) * 79,3871
69 * 54 * 3,11178
56 - 7 - 33,16
17 * (10 + 23),561
57 + 79 * 78,6219
60 + 80 * 59,4780
99 + 78 * 92,7275
(79 + 80) * 98,15582
(25 + 30) * 50,2750
66 * (78 + 59),9042
28 * 69 + 47,1979
44 * 33 + 90,1542
18 + 85 + 71,174
13 * (63 + 52),1495
71 * (1 + 82),5893
14 - 80 * 39,-3106
66 * 72 + 18,4770
39 + 20 - 74,-15
18 + 84 * 52,4386
36 * 25 * 21,18900
30 * (73 + 99),5160
56 * 16 + 58,954
(18 + 42) * 99,5940
13 * 2 + 47,73
76 - 16 * 17,-196
2 + 33 + 82,117
3 + 7 * 80,563
79 + 92 + 53,224
(67 + 59) * 68,8568
89 * 5 * 75,33375
14 + 75 - 90,-1
81 * 23 + 61,1924
92 * 6 + 24,576
79 + 34 * 39,1405
68 - 52 * 65,-3312
72 * (81 + 57),9936
13 + 0 - 96,-83
3 + 76 - 74,5
65 + 70 + 93,228
31 + 20 - 9,42
85 * 68 + 53,5833
42 - 7 * 61,-385
43 * 52 * 20,44720
96 + 39 + 64,199
40 + 71 - 19,92
99 * 82 * 62,503316
89 + 57 * 87,5048
(35 + 48) * 73,6059
65 + 56 - 54,67
12 + 12 - 17,7
83 * 78 * 26,168324
64 * (98 + 21),7616
34 - 80 * 36,-2846
64 * (26 + 28),3456
40 + 68 - 90,18
78 - 64 - 52,-38
84 + 62 + 57,203
31 * 64 + 84,2068
24 + 3 - 70,-43
11 + 58 + 39,108
80 + 51 * 95,4925
(78 + 94) * 68,11696
62 * 61 * 54,204228
44 - 18 * 39,-658
5 * 88 + 10,450
77 * 29 * 23,51359
38 + 43 + 15,96
93 + 52 * 76,4045
26 - 62 - 58,-94
27 + 67 + 19,113
75 * 9 + 70,745
6 + 63 + 28,97
26 * (24 + 52),1976
63 * 41 * 21,54243
90 * (57 + 31),7920
99 - 37 * 26,-863
17 + 43 - 26,34
89 + 31 + 69,189
82 - 10 - 47,25
30 + 63 * 54,3432
38 * (93 + 3),3648
54 + 95 * 21,2049
43 + 76 + 58,177
27 * 98 * 1,2646
92 * 27 + 41,2525
57 - 93 - 93,-129
91 - 10 - 31,50
51 + 72 * 62,4515
(53 + 7) * 44,2640
(47 + 59) * 95,10070
16 + 84 - 10,90
(74 + 64) * 61,8418
16 + 20 * 63,1276
79 + 43 * 58,2573
(43 + 15) * 65,3770
78 + 15 - 74,19
88 + 61 * 94,5822
79 + 13 + 67,159
9 * 76 + 34,718
20 - 60 * 73,-4360
(96 + 39) * 91,12285
91 - 10 * 64,-549
61 - 57 * 32,-1763
33 - 39 - 97,-103
12 * 43 + 28,544
13 + 95 - 49,59
75 * (49 + 86),10125
86 + 60 - 37,109
43 * 21 * 95,85785
40 * 74 * 80,236800
76 + 89 * 36,3280
45 + 72 - 99,18
54 * 11 + 55,649
55 + 53 * 82,4401
1 * 71 + 0,71
38 + 20 - 85,-27
(87 + 75) * 6,972
35 - 58 - 23,-46
59 - 79 - 12,-32
19 - 86 * 21,-1787
27 * 63 + 79,1780
11 - 86 * 0,11
88 * 74 + 39,6551
63 * 33 + 20,2099
25 - 41 - 52,-68
68 - 3 - 99,-34
73 - 12 * 52,-551
99 * 90 * 20,178200
48 - 8 * 59,-424
57 - 50 * 35,-1693
51 + 42 - 0,93
15 - 52 - 91,-128
74 * (71 + 10),5994
95 + 26 * 61,1681
44 + 11 - 16,39
7 * (77 + 15),644
40 + 89 * 53,4757
19 - 50 - 2,-33
45 + 49 * 43,2152
30 - 63 - 77,-110
(0 + 53) * 33,1749
50 * (74 + 96),8500
49 * 67 + 29,3312
59 * (39 + 97),8024
(54 + 34) * 99,8712
52 - 92 - 98,-138
82 + 32 * 1,114
35 + 88 * 34,3027
61 + 23 - 42,42
33 - 86 - 35,-88
74 * (46 + 86),9768
(4 + 68) * 57,4104
55 + 99 - 99,55
56 * (48 + 91),7784
78 * 81 + 54,6372
13 + 9 - 27,-5
43 * 64 * 56,154112
11 + 24 * 93,2243
78 + 58 + 59,195
83 - 99 * 89,-8728
6 - 47 * 96,-4506
73 * (67 + 93),11680
66 + 71 + 89,226
2 + 85 - 63,24
0 * (97 + 78),0
(91 + 46) * 12,1644
81 + 65 - 37,109
50 - 41 - 79,-70
17 * (28 + 70),1666
39 + 39 + 97,175
96 + 58 - 60,94
74 + 68 - 95,47
40 + 90 + 55,185
78 * (48 + 46),7332
54 * 10 + 89,629
35 - 24 * 8,-157
47 - 64 - 36,-53
94 * 46 * 8,34592
91 + 22 * 51,1213
(61 + 8) * 1,69
71 * 50 * 60,213000
94 - 59 * 62,-3564
12 + 17 + 3,32
83 * 40 * 28,92960
(92 + 86) * 84,14952
89 + 63 * 39,2546
(87 + 76) * 80,13040
3 - 32 * 46,-1469
98 * (26 + 47),7154
86 * (34 + 3),3182
80 - 13 * 62,-726
50 + 4 - 32,22
91 * 30 * 63,171990
43 + 72 - 13,102
10 * 77 * 54,41580
40 - 42 * 66,-2732
42 + 27 * 55,1527
(9 + 41) * 68,3400
96 - 37 - 95,-36
97 + 99 - 1,195
79 + 49 + 24,152
5 + 71 + 60,136
(60 + 28) * 12,1056
3 * (38 + 62),300
28 * (1 + 76),2156
32 + 35 - 40,27
53 - 62 * 88,-5403
38 * 15 + 57,627
93 * (48 + 58),9858
49 - 64 * 96,-6095
58 - 67 * 87,-5771
19 * (30 + 38),1292
97 - 65 - 60,-28
(45 + 3) * 95,4560
(74 + 20) * 63,5922
34 + 27 - 68,-7
(8 + 88) * 48,4608
39 * 36 * 56,78624
29 - 71 * 27,-1888
25 * (8 + 84),2300
96 - 92 - 15,-11
89 - 96 * 99,-9415
48 * 56 + 66,2754
41 * 57 * 6,14022
97 + 93 + 20,210
25 - 50 - 88,-113
65 + 12 + 66,143
72 * 31 + 73,2305
40 + 73 - 96,17
31 * 31 * 93,89373
(29 + 92) * 94,11374
(80 + 23) * 33,3399
(23 + 81) * 43,4472
(63 + 23) * 67,5762
86 * (81 + 92),14878
71 * 35 + 26,2511
28 + 60 * 7,448
(40 + 54) * 14,1316
(12 + 10) * 25,550
13 - 6 - 38,-31
6 * (23 + 70),558
98 * 0 + 39,39
82 * (76 + 78),12628
21 * (75 + 51),2646
67 - 4 - 19,44
75 - 97 * 52,-4969
3 * 38 * 54,6156
92 + 32 * 34,1180
45 * 49 * 14,30870
51 * 72 * 84,308448
6 * 73 * 71,31098
94 - 28 * 19,-438
87 + 16 * 91,1543
27 + 84 - 47,64
41 * 56 + 7,2303
86 * (19 + 6),2150
39 - 21 - 81,-63
65 - 95 * 65,-6110
86 - 67 * 92,-6078
93 * 37 + 67,3508
8 + 48 + 46,102
69 - 72 * 89,-6339
31 - 85 - 92,-146
83 - 79 * 48,-3709
6 + 9 - 9,6
0 + 62 - 8,54
80 + 50 + 29,159
85 * 32 + 77,2797
4 * 48 + 3,195
34 * 97 + 41,3339
36 * (70 + 43),4068
15 - 32 * 29,-913
85 * 20 * 91,154700
14 * 85 + 52,1242
87 * 49 + 34,4297
48 * 94 + 61,4573
44 - 16 * 33,-484
64 - 72 * 89,-6344
18 - 91 - 28,-101
18 * 52 * 70,65520
82 - 83 - 97,-98
12 * 45 + 1,541
25 + 18 * 45,835
76 + 69 - 48,97
6 - 91 * 4,-358
(8 + 7) * 11,165
(96 + 15) * 28,3108
23 - 64 * 83,-5289
29 * (15 + 26),1189
(38 + 27) * 22,1430
(72 + 71) * 36,5148
65 - 26 * 21,-481
84 + 56 + 77,217
30 + 52 - 8,74
76 * 19 + 47,1491
43 + 90 + 10,143
